-2.683201446810479784e-01,-2.091462688464696684e-01,-2.664624020639294252e-02,2.757018064224402848e-02,-3.758558393139056070e-02,2.714179966581804423e-02,1.749709504175824340e-02,1.158540788047038722e-01,7.103529294248600578e-02,1.934063714378958798e-01,7.236799555707372489e-02,1.986019353091647843e-01,2.356703933216760041e-02,1.420332215427687617e-01,1.284637840552174670e-01,5.959038496261984813e-02
-1.789622441538518682e-01,-4.813557688931055858e-04,-4.946603854124108357e-02,-6.550763027769344882e-02,-3.802614799323737749e-02,1.979896773751808198e-02,-5.842387925010440047e-02,2.223833034939838027e-01,1.293226106256450403e-01,1.966154037722715464e-01,-1.665714911024403500e-01,1.086987344615104462e-01,-3.724118568770108054e-03,-8.298971494813868477e-02,-2.935895915731088768e-01,-3.061088158636109946e-01
-4.008887975942895809e-02,1.656064164145094053e-01,-7.406007497498954401e-03,1.131438283350299223e-01,-1.395080650649642429e-01,1.295022181251840321e-01,-9.079108347511354038e-02,1.923722799837360165e-01,-5.143897860560647795e-02,1.189455194688829043e-01,-7.931896615860950517e-02,6.531582780441008013e-04,3.523269924856518853e-02,6.258311585572139124e-02,1.401847360626104211e-01,7.549464682502479707e-02
-5.606331902214934694e-03,-7.731656972365900937e-02,2.468900576581174178e-01,1.494284120272870997e-01,-8.708840757005737853e-05,-7.366611066219808102e-02,5.484483566864508525e-02,-2.280019884208543957e-01,-2.124469754381271558e-01,-1.525851077662938593e-01,1.171397708361418266e-01,-3.786114610682237997e-03,9.373979977929493626e-04,8.432171675284444445e-02,-4.224245903334859081e-02,-2.219136020789354638e-02
3.043779193675665296e-01,-1.087196941078327900e-01,2.851946465497427058e-02,-1.419593070449473027e-01,-1.662927304055105554e-02,-1.474985674653181977e-01,-1.058231664984483900e-01,-7.391452716364070585e-02,-8.684271816318885062e-02,-1.625692648038956894e-03,-1.126691018698370711e-01,2.778971910062061346e-02,1.823202226973302253e-01,9.888907131866966904e-02,2.775025766319753201e-02,3.910109801643996130e-02
2.249904000073582322e-01,2.797801794172071616e-02,-2.188052553471060702e-02,-1.398627595933617518e-01,-1.321587011198414874e-01,3.660921549476030268e-02,-2.923362471013235195e-02,7.101851556085181372e-02,-1.901009839466807905e-02,1.451198633588888717e-02,-9.367030148339972051e-02,-2.176038691112238410e-01,-1.466016435561369180e-01,-2.254362363092791699e-01,1.389752195959935710e-01,1.155421724051766269e-01
1.662899696240476011e-02,-1.317332057366303877e-01,1.340081149032421037e-01,-2.821465693414772213e-02,-1.025959999283069524e-01,-4.070447600861390458e-02,-7.624213305917613981e-02,-1.226659237883988007e-01,5.923383203037162897e-02,1.347746652170927345e-02,-7.963897381297541100e-02,1.785851952258361297e-01,-1.593108334060082398e-01,-1.316422216310723925e-01,-2.207067822080810704e-01,-1.728579104058108329e-01
-1.591554927311683403e-03,-1.426884615364846110e-03,9.469975160302028516e-02,-9.336559033869071267e-02,1.330694415040622747e-01,-7.010493122129932142e-02,5.569522641488289932e-02,4.985071204751533730e-02,3.098999191443573276e-01,9.375560823015881284e-02,6.233740554474791890e-02,-2.845331402900023315e-02,8.312684557972319088e-02,-9.208408782911986501e-02,-1.897684802389938141e-01,-1.706984522838314866e-01
6.678492277766476248e-02,-1.530563487860575889e-01,1.796221046864041881e-01,3.841331806605062602e-03,1.789982966673932252e-01,-2.529825569164708687e-01,-6.044659525743908274e-02,-2.186328346745585460e-01,1.325869119538304330e-01,-6.954677673720280340e-02,-1.380778397094852283e-01,1.465694854834650729e-01,5.718547681382164100e-02,1.958204633863354638e-01,6.177324219535579308e-02,7.006444641572272258e-02
-7.265871085654601602e-02,-8.140060832358290976e-02,7.878288398096879031e-02,-2.409768544776028087e-02,-6.935623463863903326e-02,-9.983362560061244395e-02,-8.854323646446693452e-02,2.663734789044681639e-01,-2.208566624250501292e-02,-3.366036181781741909e-01,-6.374770632206872012e-02,-5.682161439130201108e-02,1.077720288875420596e-01,-1.296074525755800677e-01,-4.249524279735882211e-03,-1.737403019224505185e-02
7.557400947708840799e-02,3.002622398214511712e-01,5.845552901599156137e-02,-7.423242909414289048e-02,-2.747189774883843083e-01,-1.358764934310243699e-01,1.495449689191509779e-01,2.362821260649073524e-02,-2.833184288175518220e-02,1.133894417251789660e-01,5.648058573452799380e-02,-1.619634071927992039e-02,-8.767680908231200235e-03,-7.348744576825501362e-02,-8.254650789058297355e-02,-7.295267660006511667e-02
-1.616990864742566814e-01,-2.213392863994673720e-01,-1.036048099490870927e-01,-1.436676120033974491e-01,-9.755650047002301095e-02,1.643249071587094823e-01,-9.177782025120584386e-02,2.051110109333254827e-01,1.630888137454809296e-03,2.066689051625343332e-01,-8.962546329126269695e-02,-2.800620263080684791e-01,6.919111927579813665e-03,-1.225163318985537375e-01,9.429996549762877101e-02,4.229118566121362749e-02
-1.716989677343056355e-05,1.014576258503171735e-01,-6.420577699029592078e-02,9.307417728967325860e-03,1.904097107562769120e-01,-7.362359321808671642e-02,-6.228295159400945580e-02,-1.833667434751148038e-03,-2.063375213718128369e-03,-1.000325745881807966e-03,-6.563701579835234945e-02,-8.821681616155497337e-04,-5.321613187052266075e-02,9.886937017415023399e-02,-2.411133874653344777e-01,2.123191244336815053e-01
-1.710652505923199729e-01,-6.502573548787830837e-02,1.900816684678507951e-01,1.092582994361298854e-01,-3.268707095152562775e-02,1.169005690040020723e-01,-9.899085940212287715e-02,-2.097631143905125117e-01,-4.992290935733505186e-02,-2.458299516581685384e-01,-1.001696651562352658e-01,1.343361152646639911e-01,-4.728895828209984421e-03,7.650908258254647543e-02,9.877528437569652042e-02,1.250240864960883436e-01
-1.286482033533142000e-01,9.415859818319934071e-02,1.979091612537395017e-01,-7.753316986051983495e-02,-1.668164673338966841e-01,3.728411057752767377e-02,-5.403329612358740569e-02,-2.491643137339435432e-01,-4.737950303227685817e-02,-1.258345848711078796e-01,-5.353329438957785819e-02,-4.297310935275631127e-01,-3.030213708021985974e-01,-2.909999102007731486e-01,1.634514565875003766e-01,1.375550594756969891e-01
-6.147095249339296769e-02,7.981632033002929172e-02,2.691324320876041162e-03,-3.325027733735023971e-02,5.561353447649015902e-02,-1.050760349225431239e-01,3.079410960328285082e-02,-4.090892911271360455e-01,-4.408055573144910311e-02,-4.300857144706478064e-01,1.239351718602220154e-01,-3.274966770170276327e-03,6.300902948592841148e-03,5.875649197470637908e-02,1.475565276466641873e-01,2.100452203720792888e-01
4.245538219972094102e-02,1.649053251893348448e-01,5.393381430286104316e-04,1.606206982784216253e-01,5.200499768641328457e-02,-3.836000359201717502e-02,3.007498337398005761e-01,-4.813508648433637016e-02,-4.948038162285285368e-01,1.116649367579912282e-02,2.976448395163769356e-01,-7.070411209136827357e-02,4.308384784079670460e-02,-2.089644414815071752e-02,-8.841258665286784446e-02,-8.420185919318884382e-02
-6.207370912643767058e-02,2.464043834111789011e-01,-1.626718997243058740e-01,-9.398518406327824315e-02,2.562237756921096898e-01,-1.414257844497789907e-01,-1.092287725195199705e-01,-2.728123019432038832e-01,-8.858681090572050054e-02,-1.205205497270652182e-01,-1.186306036164892774e-01,-1.093043060345728901e-01,-2.056710026588830925e-02,1.739223292538449317e-01,-5.674133236719659801e-02,-8.040190810307171199e-02
-6.459220131384121877e-02,-9.242742260032901433e-03,4.001029974176704279e-05,8.131856126162075038e-02,-1.378215574846139609e-02,-1.683438590200425911e-01,-6.444444788356380738e-02,7.700609039637773545e-02,-4.923135513067877778e-02,1.314033177904710692e-01,-5.817777775916060934e-02,1.442658350472578455e-01,8.392367610778879439e-02,1.702974577732867811e-01,-1.559756352336717222e-01,-1.283360072182574974e-01
-1.883461230752280988e-02,8.031710925003682222e-02,7.068864169439585676e-02,-9.256187514672546690e-02,1.658444477431909314e-01,1.154985594917455199e-01,-7.147300876245965551e-02,-5.207698299003832298e-02,-6.029969402475859191e-02,-1.487242669835140418e-01,-9.626331898714078628e-02,5.004780680383706312e-03,5.578496937073166434e-02,1.431146818489187622e-01,1.904680621029427867e-01,-3.290127788150306598e-01
1.868351749622602920e-01,-1.173084496845806374e-01,1.883116647193455451e-01,-5.617248767720560421e-02,-2.271984617391299421e-01,-4.484321839100562784e-02,-1.044683854786135901e-01,6.496784463892502082e-02,-1.094749931949413058e-01,1.331428787026744665e-01,-1.120670161221457850e-01,4.849364531761674035e-02,-1.793419056557390978e-01,-1.583321534145774034e-01,-1.501671391223501351e-01,2.018824316495424626e-02
2.713648987926371436e-01,4.658511387241295876e-02,-9.809987743520787173e-02,-8.939245435295546660e-02,1.893872814714150088e-01,-1.223414534235546108e-01,-1.266709575385231989e-01,-1.376532034314618680e-01,1.907620592188948028e-01,-8.286474893832666833e-02,-1.625648628816415420e-01,1.424606137040203557e-01,-3.268004846628685955e-02,-1.644347243233821310e-01,-2.380934012623668050e-01,-1.992809223343580405e-01
2.001865327963194274e-01,2.286095092521903908e-04,-4.914199582523470604e-03,-5.203695966195648337e-02,-3.855258063024040449e-02,1.542334355826759096e-01,-2.678647819532198326e-01,-7.695102814771752342e-03,7.066100969962803291e-02,-1.646786331567902384e-02,2.787654926071254091e-01,8.999829301918998992e-02,-1.324563205818460321e-01,-5.606270104266731363e-02,-6.439112194945201262e-02,-6.749228132115311918e-02
1.975638683676113616e-01,1.912260437164978732e-01,3.460419157779617665e-03,1.762655381720741876e-01,4.051716373365577689e-02,1.474796059541981508e-01,-8.144832603946823568e-02,9.830345292490294540e-02,-4.775241922173403125e-02,1.256269576190416071e-01,-7.920131336566188507e-02,-5.902083100233652783e-03,-3.916681676733904660e-02,-9.279663629570268635e-02,-2.722899948551250615e-01,-2.587197427045287990e-01
-1.733230135293817309e-01,-2.544642405340277191e-01,-1.275778900436337904e-01,-3.243312080055315016e-01,-1.314517696585081052e-01,2.147656324722760912e-01,-1.609607043650052305e-01,-1.612943402828989625e-01,-1.597508811010055207e-02,-2.242455009997116888e-01,-1.360252960220934282e-01,-3.262953151584975231e-01,1.949369414318671279e-01,-2.112984129110055120e-01,-2.355727668005188069e-01,-1.971033206944294291e-01
-1.489838199020312726e-01,3.543492057030284137e-02,6.014358624943412501e-02,-5.192869710526484828e-02,8.776465082365750292e-02,3.176941826003083086e-02,2.188275864589753761e-01,-8.920065127182280618e-02,3.268910563816387893e-01,-1.835052771707635366e-01,6.653216773042003231e-04,9.488918764708092687e-03,9.286489633053203463e-02,1.180530250365890710e-01,5.431870447245539663e-02,-5.768907211612078756e-02
-3.991090395081219738e-02,-1.682542389875030242e-01,1.147354326492527471e-01,-4.723388883069450095e-02,1.124385028561795674e-01,-1.728726878611625273e-01,-1.568248974111719485e-01,1.452370978452323658e-01,4.356276720312747541e-02,1.140167765404260097e-01,8.159664527864156358e-02,-5.266390630048003313e-02,-1.008911319523007055e-01,-9.671976525341945130e-02,-2.196547569436045899e-01,-2.211866266585617857e-01
9.801413851151295764e-02,-1.199687336607577620e-01,1.675523168943118010e-04,2.239079278733018263e-01,9.585897510821109191e-02,-5.500631769348018202e-02,1.869752801172144818e-02,-7.908326625730666137e-02,1.611279843375267862e-01,4.774615502658044464e-02,-3.253394857783421801e-02,1.623202254128417732e-01,3.899358515751014109e-02,2.212709766552830443e-02,1.570168158129457703e-01,-1.958296208979494191e-01
-1.966631087100012467e-03,-5.703260863274430686e-02,-1.787357584793495269e-01,9.500663741921291927e-02,-9.297955882347580525e-03,1.121555536857281841e-02,1.030634497963023172e-01,-1.285647080100159323e-01,-6.472979079886934106e-02,1.844953044859810320e-01,-8.120548509123852454e-02,1.687544526101042528e-04,4.407619703850394755e-02,1.154434284865074184e-01,1.111467728642600988e-01,7.629929850888883536e-02
-1.338398713802902741e-02,1.409519441131757422e-01,1.846980877986915829e-03,-1.178171483760272935e-03,-2.702015924713371819e-02,1.307170329123982511e-01,-1.082018955410456451e-01,1.365265030915265576e-01,1.040495985307172550e-01,1.702486037045933820e-01,-7.524018207579488693e-02,9.871994513060405180e-04,-2.214704107571583563e-02,-1.679436772266628131e-01,1.170374889963578385e-01,1.864964101924404816e-01
2.758707728656952310e-02,1.308547385731754220e-01,-1.899956922642307700e-01,2.594339011194955469e-01,2.359658582595779430e-01,-1.490006940566698801e-01,-1.602824983715496754e-01,-1.722138445310516519e-01,-1.184184858015866065e-01,9.733739951897144027e-02,-1.642038461387036463e-01,-1.074150851294559950e-01,1.407642548468151511e-01,-9.569611522963598904e-02,-1.197258692186849299e-01,-9.911121799885440342e-02
-1.898720075958350295e-01,1.098107180907956365e-01,-2.131008694325084163e-01,-1.072030692436929111e-01,3.053722948825969286e-01,1.161376386698069058e-01,3.070072545766469596e-02,5.368094632876114353e-02,-3.116357728159157431e-02,-4.529186963654425330e-02,-2.273430660841517167e-02,1.617790577456454382e-01,7.411853334360851697e-02,-1.396515550910008008e-01,-1.225389724180464546e-01,-1.284324517142058364e-01
